"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"DIVISLAB","EQ","11-Aug-2015","       2062.75","       2081.95","       2173.60","       2067.20","       2139.00","       2141.30","       2124.93","     485731","          1032144320.35","      40207","     200857","         41.35"
"DIVISLAB","EQ","12-Aug-2015","       2141.30","       2143.00","       2195.00","       2143.00","       2188.00","       2179.80","       2166.61","     291079","           630653515.80","      28202","     122867","         42.21"
"DIVISLAB","EQ","13-Aug-2015","       2179.80","       2200.00","       2236.00","       2161.80","       2184.00","       2182.35","       2190.85","     393344","           861759055.35","      27812","     234835","         59.70"
"DIVISLAB","EQ","14-Aug-2015","       2182.35","       2182.00","       2213.45","       2155.00","       2189.80","       2182.95","       2184.86","     209107","           456869168.65","      20222","      91075","         43.55"
"DIVISLAB","EQ","17-Aug-2015","       2182.95","       2183.00","       2215.75","       2172.60","       2209.70","       2209.05","       2193.55","     139804","           306667439.00","      11821","      70090","         50.13"
"DIVISLAB","EQ","18-Aug-2015","       2209.05","       2209.00","       2303.00","       2202.00","       2292.00","       2290.75","       2256.86","     288692","           651538041.45","      19550","     130594","         45.24"
"DIVISLAB","EQ","19-Aug-2015","       2290.75","       2300.00","       2447.70","       2283.30","       2404.00","       2416.20","       2367.96","     487957","          1155462713.25","      34361","     242112","         49.62"
"DIVISLAB","EQ","20-Aug-2015","       2416.20","       2405.00","       2430.00","       2378.30","       2411.00","       2404.10","       2405.77","     452314","          1088164566.15","      27595","     290972","         64.33"
"DIVISLAB","EQ","21-Aug-2015","       2404.10","       2352.50","       2484.70","       2352.50","       2424.80","       2439.90","       2441.90","     570645","          1393457620.20","      25591","     353078","         61.87"
"DIVISLAB","EQ","24-Aug-2015","       2439.90","       2380.00","       2429.00","       2208.05","       2216.50","       2224.80","       2328.83","     419986","           978075131.30","      28730","     211493","         50.36"
"DIVISLAB","EQ","25-Aug-2015","       2224.80","       2260.00","       2299.80","       2056.00","       2183.70","       2161.65","       2160.41","     532232","          1149840831.50","      39756","     298329","         56.05"
"DIVISLAB","EQ","26-Aug-2015","       2161.65","       2190.35","       2348.05","       2135.00","       2174.00","       2157.60","       2224.28","     412167","           916772824.90","      44444","     187597","         45.51"
"DIVISLAB","EQ","27-Aug-2015","       2157.60","       2209.00","       2265.50","       2165.00","       2230.00","       2212.45","       2208.40","     455662","          1006284620.30","      28641","     295866","         64.93"
"DIVISLAB","EQ","28-Aug-2015","       2212.45","       2250.00","       2280.00","       2215.00","       2249.95","       2247.75","       2252.50","     251052","           565493954.85","      19479","     113352","         45.15"
"DIVISLAB","EQ","31-Aug-2015","       2247.75","       2249.00","       2400.00","       2229.75","       2385.15","       2364.10","       2323.31","     435456","          1011697395.15","      30843","     249050","         57.19"
"DIVISLAB","EQ","01-Sep-2015","       2364.10","       2389.70","       2415.00","       2259.00","       2293.10","       2294.60","       2322.97","     374107","           869038216.80","      30914","     150636","         40.27"
"DIVISLAB","EQ","02-Sep-2015","       2294.60","       2348.00","       2348.00","       2240.00","       2262.00","       2250.35","       2277.04","     333202","           758715332.15","      33785","     161104","         48.35"
"DIVISLAB","EQ","03-Sep-2015","       2250.35","       2270.00","       2286.00","       2220.05","       2245.50","       2240.85","       2250.97","     275702","           620596422.95","      16271","     146275","         53.06"
"DIVISLAB","EQ","04-Sep-2015","       2240.85","       2240.85","       2265.00","       2130.30","       2170.20","       2176.75","       2172.79","     365776","           794755396.85","      28334","     223083","         60.99"
"DIVISLAB","EQ","07-Sep-2015","       2176.75","       2180.00","       2196.00","       2081.00","       2099.85","       2094.20","       2113.21","     311347","           657942372.90","      26043","     184287","         59.19"
"DIVISLAB","EQ","08-Sep-2015","       2094.20","       2080.20","       2124.80","       2035.00","       2083.95","       2093.65","       2078.91","     341460","           709863233.50","      33405","     177829","         52.08"
"DIVISLAB","EQ","09-Sep-2015","       2093.65","       2123.00","       2142.00","       2052.10","       2069.65","       2071.65","       2082.79","     404275","           842020563.35","      27532","     269711","         66.71"
"DIVISLAB","EQ","10-Sep-2015","       2071.65","       2045.30","       2175.60","       2006.35","       2168.00","       2159.00","       2115.84","     449502","           951072317.55","      38205","     218888","         48.70"
"DIVISLAB","EQ","11-Sep-2015","       2159.00","       2185.55","       2210.00","       2122.25","       2137.95","       2141.50","       2163.62","     300891","           651014181.35","      22494","     129362","         42.99"
"DIVISLAB","EQ","14-Sep-2015","       2141.50","       2155.00","       2208.15","       2133.10","       2180.50","       2192.10","       2173.44","     270021","           586873340.00","      17116","     149553","         55.39"
"DIVISLAB","EQ","15-Sep-2015","       2192.10","       2207.80","       2223.60","       2170.00","       2171.00","       2184.75","       2193.38","     192738","           422747885.70","      15409","      83479","         43.31"
"DIVISLAB","EQ","16-Sep-2015","       2184.75","       2199.00","       2247.35","       2185.15","       2201.10","       2211.60","       2218.53","     650250","          1442596764.30","      25010","     480277","         73.86"
"DIVISLAB","EQ","18-Sep-2015","       2211.60","       2237.00","       2259.00","       2200.00","       2219.20","       2225.35","       2232.01","     368253","           821945227.50","      26871","     202412","         54.97"
"DIVISLAB","EQ","21-Sep-2015","       2225.35","       2214.85","       2241.50","       2204.90","       2235.00","       2233.50","       2230.29","     397632","           886834277.35","      18176","     297356","         74.78"
"DIVISLAB","EQ","22-Sep-2015","       2233.50","       2240.00","       2252.00","       2177.35","       2215.00","       2209.10","       2221.56","     618544","          1374134587.35","      28890","     445756","         72.07"
"DIVISLAB","EQ","23-Sep-2015","       2209.10","       1106.80","       1125.00","       1065.00","       1118.00","       1114.70","       1106.16","     558209","           617470024.30","      19507","     343736","         61.58"
"DIVISLAB","EQ","24-Sep-2015","       1114.70","       1116.00","       1137.00","       1115.00","       1119.50","       1121.40","       1125.80","     504230","           567664584.00","      20060","     329090","         65.27"
"DIVISLAB","EQ","28-Sep-2015","       1121.40","       1130.00","       1137.00","       1094.45","       1106.00","       1108.65","       1112.13","     546436","           607707558.60","      23988","     365810","         66.94"
"DIVISLAB","EQ","29-Sep-2015","       1108.65","       1097.50","       1114.75","       1095.00","       1102.80","       1102.20","       1103.53","     163955","           180930011.20","      15904","      77101","         47.03"
"DIVISLAB","EQ","30-Sep-2015","       1102.20","       1127.00","       1127.00","       1106.70","       1120.00","       1114.95","       1115.31","     417245","           465355729.80","      23472","     282409","         67.68"
"DIVISLAB","EQ","01-Oct-2015","       1114.95","       1130.00","       1130.00","       1110.75","       1122.15","       1125.95","       1121.97","     291154","           326664874.70","      15588","     165187","         56.74"
"DIVISLAB","EQ","05-Oct-2015","       1125.95","       1135.00","       1152.75","       1125.40","       1146.30","       1139.65","       1143.87","     628718","           719173204.80","      37085","     408583","         64.99"
"DIVISLAB","EQ","06-Oct-2015","       1139.65","       1158.00","       1160.40","       1121.90","       1137.55","       1136.95","       1143.58","     406514","           464881505.25","      25953","     225256","         55.41"
"DIVISLAB","EQ","07-Oct-2015","       1136.95","       1138.90","       1145.00","       1126.15","       1138.00","       1135.65","       1132.92","     279738","           316921447.35","      14077","     187484","         67.02"
"DIVISLAB","EQ","08-Oct-2015","       1135.65","       1136.00","       1140.00","       1087.00","       1088.00","       1089.50","       1101.00","     322234","           354778842.80","      22768","     172915","         53.66"
"DIVISLAB","EQ","09-Oct-2015","       1089.50","       1094.95","       1105.90","       1076.80","       1093.00","       1095.40","       1092.75","     289890","           316778232.95","      14986","     132973","         45.87"
"DIVISLAB","EQ","12-Oct-2015","       1095.40","       1098.00","       1101.00","       1082.90","       1097.00","       1097.30","       1097.18","     339264","           372234267.00","      18976","     218304","         64.35"
"DIVISLAB","EQ","13-Oct-2015","       1097.30","       1101.90","       1103.90","       1083.55","       1089.70","       1096.05","       1091.40","     270165","           294857496.70","      15812","     163125","         60.38"
"DIVISLAB","EQ","14-Oct-2015","       1096.05","       1093.30","       1095.90","       1065.20","       1067.00","       1071.15","       1074.75","     486198","           522541178.80","      19743","     303354","         62.39"
"DIVISLAB","EQ","15-Oct-2015","       1071.15","       1072.00","       1082.00","       1061.00","       1064.50","       1063.60","       1071.43","     151136","           161932245.40","       6629","      58396","         38.64"
"DIVISLAB","EQ","16-Oct-2015","       1063.60","       1065.00","       1074.80","       1052.00","       1069.10","       1069.65","       1064.07","     214349","           228082550.00","       8688","     100466","         46.87"
"DIVISLAB","EQ","19-Oct-2015","       1069.65","       1072.35","       1108.95","       1072.35","       1108.60","       1101.15","       1093.78","     297844","           325775284.15","      13767","     160660","         53.94"
"DIVISLAB","EQ","20-Oct-2015","       1101.15","       1105.00","       1114.40","       1075.85","       1080.00","       1078.95","       1090.60","     234968","           256257135.90","      14092","     124528","         53.00"
"DIVISLAB","EQ","21-Oct-2015","       1078.95","       1080.00","       1094.00","       1067.55","       1087.00","       1088.35","       1078.83","     273662","           295235165.20","      13060","     177649","         64.92"
"DIVISLAB","EQ","23-Oct-2015","       1088.35","       1097.95","       1097.95","       1081.00","       1090.90","       1090.00","       1089.41","     241811","           263431617.70","      19417","     161041","         66.60"
"DIVISLAB","EQ","26-Oct-2015","       1090.00","       1092.00","       1102.00","       1084.00","       1096.50","       1093.40","       1091.85","     354438","           386993773.80","      21754","     280840","         79.24"
"DIVISLAB","EQ","27-Oct-2015","       1093.40","       1094.95","       1117.25","       1074.60","       1100.00","       1098.30","       1102.84","     201887","           222649530.15","      14523","      99092","         49.08"
"DIVISLAB","EQ","28-Oct-2015","       1098.30","       1098.00","       1115.90","       1091.00","       1111.00","       1109.75","       1106.90","     548935","           607614610.45","      26010","     459278","         83.67"
"DIVISLAB","EQ","29-Oct-2015","       1109.75","       1110.00","       1131.20","       1092.40","       1131.00","       1121.10","       1117.72","     665771","           744142723.00","      38166","     415456","         62.40"
"DIVISLAB","EQ","30-Oct-2015","       1121.10","       1127.00","       1166.40","       1124.35","       1149.85","       1153.85","       1150.63","     473494","           544817379.50","      19447","     194182","         41.01"
"DIVISLAB","EQ","02-Nov-2015","       1153.85","       1159.00","       1164.95","       1120.30","       1159.25","       1155.95","       1149.58","     407864","           468871522.65","      17025","     225662","         55.33"
"DIVISLAB","EQ","03-Nov-2015","       1155.95","       1158.00","       1195.00","       1158.00","       1188.00","       1189.60","       1181.83","     567727","           670954428.60","      23234","     346412","         61.02"
"DIVISLAB","EQ","04-Nov-2015","       1189.60","       1196.00","       1204.30","       1171.60","       1172.00","       1175.75","       1194.25","     419054","           500454755.55","      25443","     285535","         68.14"
"DIVISLAB","EQ","05-Nov-2015","       1175.75","       1175.00","       1187.10","       1146.80","       1146.80","       1153.85","       1164.34","     257738","           300093872.80","      15169","     125429","         48.67"
"DIVISLAB","EQ","06-Nov-2015","       1153.85","       1154.00","       1164.00","       1100.00","       1130.00","       1121.35","       1132.76","     375940","           425849155.90","      24568","     207664","         55.24"
"DIVISLAB","EQ","09-Nov-2015","       1121.35","       1109.80","       1158.00","       1091.00","       1143.70","       1139.15","       1138.45","     286276","           325909645.35","      18983","     139619","         48.77"
"DIVISLAB","EQ","10-Nov-2015","       1139.15","       1140.80","       1148.00","       1100.00","       1116.30","       1115.10","       1127.81","     290554","           327690136.05","      12154","     160117","         55.11"
"DIVISLAB","EQ","11-Nov-2015","       1115.10","       1119.10","       1133.20","       1119.10","       1129.90","       1130.70","       1129.44","      31356","            35414675.20","       1688","      14564","         46.45"
"DIVISLAB","EQ","13-Nov-2015","       1130.70","       1109.00","       1156.35","       1109.00","       1145.50","       1145.35","       1138.20","     237426","           270238670.35","      17093","     128634","         54.18"
"DIVISLAB","EQ","16-Nov-2015","       1145.35","       1145.10","       1167.55","       1120.00","       1130.00","       1126.85","       1139.91","     278606","           317585868.60","      14207","     133035","         47.75"
"DIVISLAB","EQ","17-Nov-2015","       1126.85","       1136.00","       1139.85","       1108.00","       1121.70","       1124.25","       1123.00","     281249","           315843270.55","      13667","     131108","         46.62"
"DIVISLAB","EQ","18-Nov-2015","       1124.25","       1124.50","       1138.00","       1122.20","       1130.10","       1132.25","       1130.62","     174558","           197358552.05","       9417","      82226","         47.11"
"DIVISLAB","EQ","19-Nov-2015","       1132.25","       1144.00","       1163.00","       1129.00","       1150.00","       1152.65","       1149.44","     290252","           333626101.30","      17177","     125732","         43.32"
"DIVISLAB","EQ","20-Nov-2015","       1152.65","       1154.50","       1160.00","       1142.35","       1148.00","       1149.05","       1150.96","     123194","           141791025.05","      10155","      54342","         44.11"
"DIVISLAB","EQ","23-Nov-2015","       1149.05","       1149.05","       1173.90","       1137.50","       1147.55","       1150.30","       1153.82","     212724","           245445624.45","      10768","      89940","         42.28"
"DIVISLAB","EQ","24-Nov-2015","       1150.30","       1152.00","       1165.50","       1133.15","       1141.20","       1145.05","       1150.27","     216009","           248468608.25","      10523","     104748","         48.49"
"DIVISLAB","EQ","26-Nov-2015","       1145.05","       1145.00","       1149.00","       1121.20","       1136.00","       1129.10","       1134.80","     534645","           606714123.10","      20625","     388347","         72.64"
"DIVISLAB","EQ","27-Nov-2015","       1129.10","       1131.10","       1152.00","       1131.10","       1144.30","       1145.75","       1140.80","     598446","           682705701.75","       9740","     526162","         87.92"
"DIVISLAB","EQ","30-Nov-2015","       1145.75","       1147.00","       1167.00","       1125.00","       1140.70","       1150.30","       1155.92","     544833","           629782834.55","      29565","     328384","         60.27"
"DIVISLAB","EQ","01-Dec-2015","       1150.30","       1143.00","       1150.00","       1132.20","       1137.00","       1135.85","       1138.65","     144274","           164278269.65","       9954","      88917","         61.63"
"DIVISLAB","EQ","02-Dec-2015","       1135.85","       1145.50","       1151.70","       1132.00","       1140.00","       1138.10","       1139.28","     242630","           276424381.45","      10190","     163556","         67.41"
"DIVISLAB","EQ","03-Dec-2015","       1138.10","       1140.00","       1143.35","       1122.00","       1124.00","       1126.65","       1130.30","     198431","           224285826.90","       9950","     130142","         65.59"
"DIVISLAB","EQ","04-Dec-2015","       1126.65","       1122.00","       1144.00","       1115.25","       1130.00","       1129.85","       1134.32","     278270","           315647038.55","      15396","     159528","         57.33"
"DIVISLAB","EQ","07-Dec-2015","       1129.85","       1131.00","       1149.90","       1061.85","       1131.00","       1128.25","       1123.99","     144834","           162791861.05","       6792","      60514","         41.78"
"DIVISLAB","EQ","08-Dec-2015","       1128.25","       1126.00","       1149.35","       1125.00","       1133.00","       1130.00","       1138.61","     231568","           263665090.10","      12006","     141097","         60.93"
"DIVISLAB","EQ","09-Dec-2015","       1130.00","       1130.00","       1139.00","       1103.10","       1124.00","       1123.05","       1122.19","     277050","           310903997.45","      20932","     157299","         56.78"
"DIVISLAB","EQ","10-Dec-2015","       1123.05","       1126.85","       1133.00","       1099.10","       1105.75","       1106.35","       1106.41","     179075","           198130325.10","      10996","      87981","         49.13"
"DIVISLAB","EQ","11-Dec-2015","       1106.35","       1110.00","       1130.00","       1098.10","       1125.25","       1125.90","       1121.08","     279448","           313282834.85","      24411","     135666","         48.55"
"DIVISLAB","EQ","14-Dec-2015","       1125.90","       1130.00","       1142.50","       1119.70","       1128.00","       1128.95","       1131.61","     268495","           303831824.00","      15698","     168687","         62.83"
"DIVISLAB","EQ","15-Dec-2015","       1128.95","       1128.95","       1132.20","       1115.70","       1122.25","       1119.05","       1122.16","     301425","           338246358.50","      20194","     210340","         69.78"
"DIVISLAB","EQ","16-Dec-2015","       1119.05","       1129.00","       1137.00","       1113.00","       1118.00","       1116.25","       1122.82","     230698","           259032053.60","       9180","     135959","         58.93"
"DIVISLAB","EQ","17-Dec-2015","       1116.25","       1120.75","       1135.00","       1118.35","       1132.50","       1130.45","       1125.43","     377943","           425347951.85","      19545","     283247","         74.94"
"DIVISLAB","EQ","18-Dec-2015","       1130.45","       1131.00","       1152.45","       1129.00","       1147.55","       1148.10","       1146.79","     455033","           521826103.05","      14262","     287809","         63.25"
"DIVISLAB","EQ","21-Dec-2015","       1148.10","       1159.00","       1173.30","       1157.05","       1160.50","       1161.05","       1164.98","     433168","           504632649.55","      17024","     182080","         42.03"
"DIVISLAB","EQ","22-Dec-2015","       1161.05","       1159.80","       1173.00","       1157.00","       1161.00","       1164.10","       1165.74","     176056","           205235280.90","      10078","     103945","         59.04"
"DIVISLAB","EQ","23-Dec-2015","       1164.10","       1167.00","       1179.50","       1158.65","       1165.20","       1166.55","       1168.13","     180507","           210855538.20","      12927","      75496","         41.82"
"DIVISLAB","EQ","24-Dec-2015","       1166.55","       1171.90","       1177.50","       1162.00","       1163.30","       1166.65","       1169.65","     104277","           121967619.75","       6098","      43896","         42.10"
"DIVISLAB","EQ","28-Dec-2015","       1166.65","       1166.65","       1185.60","       1166.50","       1175.95","       1172.95","       1177.21","     162979","           191860835.70","      11353","      74112","         45.47"
"DIVISLAB","EQ","29-Dec-2015","       1172.95","       1175.00","       1184.40","       1154.65","       1170.00","       1166.90","       1171.72","     189792","           222382611.50","      24706","      87313","         46.00"
"DIVISLAB","EQ","30-Dec-2015","       1166.90","       1171.00","       1174.90","       1155.00","       1155.55","       1158.60","       1162.12","     138608","           161078615.65","      11477","      67256","         48.52"
"DIVISLAB","EQ","31-Dec-2015","       1158.60","       1160.05","       1166.75","       1145.10","       1151.10","       1154.85","       1154.19","     302126","           348709418.95","      10157","     211532","         70.01"
"DIVISLAB","EQ","01-Jan-2016","       1154.85","       1154.00","       1165.00","       1145.55","       1163.00","       1162.50","       1160.72","     100178","           116278197.75","       4754","      44899","         44.82"
"DIVISLAB","EQ","04-Jan-2016","       1162.50","       1161.00","       1173.70","       1137.80","       1143.90","       1149.70","       1157.17","     233101","           269738285.60","      14632","     109714","         47.07"
"DIVISLAB","EQ","05-Jan-2016","       1149.70","       1147.00","       1157.50","       1138.50","       1149.00","       1147.50","       1149.17","     302272","           347362694.50","      12155","     239263","         79.15"
"DIVISLAB","EQ","06-Jan-2016","       1147.50","       1149.00","       1154.30","       1135.00","       1135.05","       1137.20","       1143.21","     392164","           448323847.95","      19785","     329062","         83.91"
"DIVISLAB","EQ","07-Jan-2016","       1137.20","       1115.00","       1136.55","       1115.00","       1124.60","       1126.95","       1127.95","     316523","           357022370.45","      18442","     225493","         71.24"
"DIVISLAB","EQ","08-Jan-2016","       1126.95","       1139.75","       1139.75","       1122.00","       1126.40","       1129.70","       1129.78","     366442","           414000342.35","      18147","     297975","         81.32"
"DIVISLAB","EQ","11-Jan-2016","       1129.70","       1128.00","       1128.00","       1094.30","       1097.50","       1099.50","       1105.32","     168277","           185999866.90","      10323","      96908","         57.59"
"DIVISLAB","EQ","12-Jan-2016","       1099.50","       1100.00","       1108.80","       1088.70","       1105.00","       1100.30","       1099.38","     275705","           303103396.90","      18239","     161605","         58.62"
"DIVISLAB","EQ","13-Jan-2016","       1100.30","       1105.00","       1116.60","       1059.00","       1084.00","       1084.45","       1087.39","     239949","           260918191.25","      15056","      92622","         38.60"
"DIVISLAB","EQ","14-Jan-2016","       1084.45","       1075.50","       1100.00","       1065.00","       1080.70","       1087.45","       1088.55","     366830","           399313893.65","      26680","     239025","         65.16"
"DIVISLAB","EQ","15-Jan-2016","       1087.45","       1088.95","       1092.65","       1062.60","       1072.25","       1077.10","       1076.47","     152999","           164698606.90","       9430","      64807","         42.36"
"DIVISLAB","EQ","18-Jan-2016","       1077.10","       1077.90","       1080.00","       1036.00","       1072.60","       1067.40","       1064.36","     229101","           243844904.95","      22563","     101518","         44.31"
"DIVISLAB","EQ","19-Jan-2016","       1067.40","       1064.85","       1080.80","       1040.00","       1065.50","       1070.70","       1068.05","     667040","           712430801.75","       8202","     509616","         76.40"
"DIVISLAB","EQ","20-Jan-2016","       1070.70","       1067.00","       1079.05","       1041.65","       1055.45","       1060.20","       1059.17","     359534","           380805964.25","      17550","     210025","         58.42"
"DIVISLAB","EQ","21-Jan-2016","       1060.20","       1069.75","       1076.10","       1051.05","       1060.00","       1057.95","       1061.04","     337935","           358562629.95","      18278","     242987","         71.90"
"DIVISLAB","EQ","22-Jan-2016","       1057.95","       1062.00","       1091.00","       1061.00","       1088.60","       1081.85","       1080.99","     162161","           175295087.30","      11515","      81134","         50.03"
"DIVISLAB","EQ","25-Jan-2016","       1081.85","       1099.80","       1104.80","       1082.30","       1087.50","       1087.10","       1090.64","     210420","           229491916.10","      16527","     121178","         57.59"
"DIVISLAB","EQ","27-Jan-2016","       1087.10","       1085.00","       1148.80","       1085.00","       1141.50","       1144.20","       1122.65","     383545","           430586888.50","      18773","     238597","         62.21"
"DIVISLAB","EQ","28-Jan-2016","       1144.20","       1139.00","       1154.00","       1107.85","       1130.00","       1129.15","       1129.56","     334538","           377880169.15","      23990","     185364","         55.41"
"DIVISLAB","EQ","29-Jan-2016","       1129.15","       1148.00","       1156.00","       1115.15","       1141.05","       1140.95","       1139.19","     349675","           398346774.25","      11845","     184257","         52.69"
"DIVISLAB","EQ","01-Feb-2016","       1140.95","       1152.00","       1158.00","       1130.55","       1138.55","       1141.95","       1142.02","     283070","           323272338.60","       9599","     188426","         66.57"
"DIVISLAB","EQ","02-Feb-2016","       1141.95","       1140.00","       1161.25","       1113.40","       1120.00","       1124.50","       1145.56","     303619","           347814940.45","      13778","     194721","         64.13"
"DIVISLAB","EQ","03-Feb-2016","       1124.50","       1120.00","       1135.50","       1101.00","       1105.80","       1106.55","       1116.63","     249442","           278533890.75","       8274","      77926","         31.24"
"DIVISLAB","EQ","04-Feb-2016","       1106.55","       1111.80","       1111.80","       1056.10","       1084.90","       1087.30","       1077.45","     512652","           552359188.15","      19557","     274351","         53.52"
"DIVISLAB","EQ","05-Feb-2016","       1087.30","       1083.00","       1120.00","       1074.40","       1096.50","       1110.45","       1098.52","     474625","           521383058.45","      26703","     265416","         55.92"
"DIVISLAB","EQ","08-Feb-2016","       1110.45","       1080.00","       1091.60","       1058.25","       1070.00","       1068.65","       1072.30","     520662","           558307310.70","      21538","     316582","         60.80"
"DIVISLAB","EQ","09-Feb-2016","       1068.65","       1055.00","       1075.00","       1022.95","       1026.45","       1033.65","       1050.70","     301134","           316401903.60","      16570","     150851","         50.09"
"DIVISLAB","EQ","10-Feb-2016","       1033.65","       1024.80","       1032.90","        997.35","       1017.00","       1017.65","       1015.37","     366989","           372628535.60","      25380","     185559","         50.56"
"DIVISLAB","EQ","11-Feb-2016","       1017.65","       1002.00","       1024.20","        990.00","       1024.15","       1019.55","       1006.42","     462682","           465650760.80","      45988","     286065","         61.83"
"DIVISLAB","EQ","12-Feb-2016","       1019.55","       1021.20","       1026.10","        960.25","        988.60","        987.15","        991.64","     736094","           729941686.65","      41338","     485758","         65.99"
"DIVISLAB","EQ","15-Feb-2016","        987.15","       1003.00","       1009.50","        986.20","        992.00","        992.75","        995.92","     455879","           454017100.85","      21055","     320627","         70.33"
"DIVISLAB","EQ","16-Feb-2016","        992.75","        986.25","        992.00","        950.20","        970.80","        969.75","        967.54","     395940","           383087607.25","      26106","     168590","         42.58"
"DIVISLAB","EQ","17-Feb-2016","        969.75","        973.20","        999.00","        930.00","        991.00","        988.50","        956.97","     526313","           503665633.70","      27791","     229916","         43.68"
"DIVISLAB","EQ","18-Feb-2016","        988.50","        998.90","       1009.05","        961.10","        974.00","        975.35","        977.60","     342584","           334908468.45","      18788","     185157","         54.05"
"DIVISLAB","EQ","19-Feb-2016","        975.35","        975.50","       1001.00","        960.75","        998.00","        995.65","        984.75","     212929","           209680933.60","      16220","      86055","         40.41"
"DIVISLAB","EQ","22-Feb-2016","        995.65","       1015.00","       1025.00","        986.60","        990.00","        991.40","       1004.22","     359241","           360758176.60","      20317","     173286","         48.24"
"DIVISLAB","EQ","23-Feb-2016","        991.40","        989.95","        991.80","        972.00","        980.70","        980.00","        979.91","     314131","           307819789.55","      18568","     227792","         72.51"
"DIVISLAB","EQ","24-Feb-2016","        980.00","        979.00","        979.00","        926.60","        932.00","        941.90","        939.28","     823896","           773871682.30","      49564","     458935","         55.70"
"DIVISLAB","EQ","25-Feb-2016","        941.90","        935.00","        945.25","        930.10","        945.00","        940.85","        939.55","     679713","           638622823.75","      24895","     455865","         67.07"
"DIVISLAB","EQ","26-Feb-2016","        940.85","        952.70","        962.80","        923.25","        939.00","        934.05","        950.81","     583423","           554723041.30","      22984","     396752","         68.00"
"DIVISLAB","EQ","29-Feb-2016","        934.05","        935.00","        957.20","        917.80","        957.20","        950.55","        937.07","     792995","           743095201.95","      32124","     500359","         63.10"
"DIVISLAB","EQ","01-Mar-2016","        950.55","        955.00","        960.85","        942.45","        954.00","        957.45","        952.84","     486669","           463715797.45","      31282","     299422","         61.52"
"DIVISLAB","EQ","02-Mar-2016","        957.45","        963.00","        996.40","        957.95","        970.00","        970.45","        974.19","     616872","           600949757.20","      26966","     358005","         58.04"
"DIVISLAB","EQ","03-Mar-2016","        970.45","        976.00","        986.00","        966.35","        982.50","        977.60","        973.59","     479030","           466380213.00","      20218","     323042","         67.44"
"DIVISLAB","EQ","04-Mar-2016","        977.60","        977.60","       1023.70","        977.20","       1014.00","       1010.65","       1009.86","     531786","           537026769.65","      28392","     331156","         62.27"
"DIVISLAB","EQ","08-Mar-2016","       1010.65","       1010.70","       1025.55","        998.00","       1023.00","       1022.75","       1013.76","     387188","           392514994.80","      27122","     238146","         61.51"
"DIVISLAB","EQ","09-Mar-2016","       1022.75","       1022.75","       1022.75","        998.10","       1002.60","       1009.60","       1007.48","     203045","           204562888.55","      15665","      84049","         41.39"
"DIVISLAB","EQ","10-Mar-2016","       1009.60","       1010.00","       1027.70","       1002.00","       1012.60","       1016.40","       1017.83","     262703","           267387976.85","      13065","      99526","         37.89"
"DIVISLAB","EQ","11-Mar-2016","       1016.40","       1023.00","       1023.00","        999.50","       1002.05","       1004.30","       1006.88","     248070","           249776861.80","      16100","     141648","         57.10"
"DIVISLAB","EQ","14-Mar-2016","       1004.30","       1014.50","       1018.60","        997.55","       1009.00","       1012.55","       1008.74","     503296","           507695554.05","      17724","     411697","         81.80"
"DIVISLAB","EQ","15-Mar-2016","       1012.55","       1020.00","       1020.00","        941.10","        966.00","        963.70","        966.16","    1371394","          1324983100.80","      59776","     944080","         68.84"
"DIVISLAB","EQ","16-Mar-2016","        963.70","        959.00","        987.00","        953.05","        976.50","        975.85","        972.45","     464515","           451719028.75","      20595","     204647","         44.06"
"DIVISLAB","EQ","17-Mar-2016","        975.85","        980.00","        983.75","        966.50","        975.25","        975.20","        974.47","     623673","           607748119.30","      26271","     484923","         77.75"
"DIVISLAB","EQ","18-Mar-2016","        975.20","        978.50","        988.15","        956.50","        981.00","        983.85","        975.89","     314050","           306478648.80","      21172","     196025","         62.42"
"DIVISLAB","EQ","21-Mar-2016","        983.85","        980.00","        999.00","        969.10","        987.05","        991.95","        990.92","     276676","           274162793.40","      16676","     189665","         68.55"
"DIVISLAB","EQ","22-Mar-2016","        991.95","        997.20","        997.20","        960.20","        972.40","        979.05","        981.17","     630746","           618869495.75","      31885","     451798","         71.63"
"DIVISLAB","EQ","23-Mar-2016","        979.05","        979.45","        980.00","        958.00","        970.00","        969.40","        966.23","     519608","           502063421.55","      23792","     332479","         63.99"
"DIVISLAB","EQ","28-Mar-2016","        969.40","        978.00","        979.00","        960.05","        969.00","        972.20","        971.72","     382087","           371279823.35","      32865","     242600","         63.49"
"DIVISLAB","EQ","29-Mar-2016","        972.20","        970.00","        981.25","        935.10","        975.00","        977.00","        961.52","     528121","           507801016.75","      22112","     291658","         55.23"
"DIVISLAB","EQ","30-Mar-2016","        977.00","        976.80","        990.60","        972.15","        980.00","        982.25","        983.00","     573823","           564069239.40","      42467","     392960","         68.48"
"DIVISLAB","EQ","31-Mar-2016","        982.25","        986.00","        989.90","        968.75","        989.00","        987.25","        978.06","     461518","           451391016.10","      26138","     297764","         64.52"
"DIVISLAB","EQ","01-Apr-2016","        987.25","        984.95","       1011.45","        977.95","       1008.80","       1008.55","        999.97","     228313","           228306481.20","      11183","      96677","         42.34"
